===== adb shell ps -A -o USER,PID,PPID,NAME,ARGS =====
USER           PID  PPID NAME                        ARGS                       
root           746     1 zygote                      zygote
system         758     1 android.hidl.allocator@1.0-service android.hidl.allocator@1.0-service
audioserver    760     1 android.hardware.audio.service android.hardware.audio.service
bluetooth      762     1 android.hardware.bluetooth@1.0-service android.hardware.bluetooth@1.0-service
media          763     1 android.hardware.cas@1.2-service android.hardware.cas@1.2-service
media          768     1 android.hardware.drm@1.3-service.clearkey android.hardware.drm@1.3-service.clearkey
media          769     1 android.hardware.drm@1.3-service.widevine android.hardware.drm@1.3-service.widevine
system         770     1 android.hardware.gatekeeper@1.0-service android.hardware.gatekeeper@1.0-service
system         771     1 android.hardware.graphics.allocator@4.0-service android.hardware.graphics.allocator@4.0-service
system         772     1 android.hardware.graphics.composer@2.4-service android.hardware.graphics.composer@2.4-service
system         773     1 android.hardware.health@2.1-service-samsung android.hardware.health@2.1-service-samsung
system         774     1 android.hardware.memtrack@1.0-service android.hardware.memtrack@1.0-service
system         775     1 android.hardware.neuralnetworks@1.3-service.eden-drv android.hardware.neuralnetworks@1.3-service.eden-drv
system         785     1 android.hardware.secure_element@1.2-service android.hardware.secure_element@1.2-service
system         790     1 android.hardware.sensors@2.0-service.multihal android.hardware.sensors@2.0-service.multihal
root           791     1 android.hardware.usb@1.3-service.coral android.hardware.usb@1.3-service.coral
wifi           793     1 android.hardware.wifi@1.0-service android.hardware.wifi@1.0-service
system         795     1 hermesd                     hermesd /data/vendor/gatekeeper
system         798     1 vendor.samsung.hardware.hyper-service vendor.samsung.hardware.hyper-service
system         801     1 vendor.samsung.hardware.light-service vendor.samsung.hardware.light-service
system         803     1 mppserver                   mppserver
system         804     1 android.hardware.power.samsung-service android.hardware.power.samsung-service
mediacodec     805     1 samsung.hardware.media.c2@1.0-service samsung.hardware.media.c2@1.0-service
mediacodec     806     1 samsung.software.media.c2@1.0-service samsung.software.media.c2@1.0-service
cameraserver   807     1 vendor.samsung.hardware.camera.provider@4.0-service_64 vendor.samsung.hardware.camera.provider@4.0-service_64
system         809     1 vendor.samsung.hardware.miscpower@2.0-service vendor.samsung.hardware.miscpower@2.0-service
system         812     1 vendor.samsung.hardware.security.drk@2.0-service vendor.samsung.hardware.security.drk@2.0-service
system         815     1 vendor.samsung.hardware.snap@1.2-service vendor.samsung.hardware.snap@1.2-service
system         816     1 vendor.samsung.hardware.sysinput@1.2-service vendor.samsung.hardware.sysinput@1.2-service
system         817     1 vendor.samsung.hardware.thermal@1.0-service vendor.samsung.hardware.thermal@1.0-service
system         835     1 vendor.samsung.hardware.vibrator-service vendor.samsung.hardware.vibrator-service
wifi           845     1 vendor.samsung.hardware.wifi@2.0-service vendor.samsung.hardware.wifi@2.0-service
system         846     1 vendor.samsung_slsi.hardware.ExynosHWCServiceTW@1.0-service vendor.samsung_slsi.hardware.ExynosHWCServiceTW@1.0-service
system         848     1 vendor.samsung_slsi.hardware.SbwcDecompService@1.0-service vendor.samsung_slsi.hardware.SbwcDecompService@1.0-service
system         850     1 vendor.samsung_slsi.hardware.audio_dump@1.0-service vendor.samsung_slsi.hardware.audio_dump@1.0-service
system         851     1 vendor.samsung_slsi.hardware.configstore@1.0-service vendor.samsung_slsi.hardware.configstore@1.0-service
system         852     1 vendor.samsung_slsi.hardware.eden_runtime@1.0-service vendor.samsung_slsi.hardware.eden_runtime@1.0-service
system         853     1 vendor.samsung_slsi.hardware.epic@1.0-service vendor.samsung_slsi.hardware.epic@1.0-service
system         856     1 vendor.samsung_slsi.hardware.gpu_boost@1.0-service vendor.samsung_slsi.hardware.gpu_boost@1.0-service
cameraserver   862     1 vendor.samsung_slsi.hardware.ofi@2.1-service vendor.samsung_slsi.hardware.ofi@2.1-service
audioserver    867     1 audioserver                 audioserver
root           874     2 [kworker/u16:9-adb]         [kworker/u16:9-adb]
credstore      876     1 credstore                   credstore /data/misc/credstore
gpu_service    879     1 gpuservice                  gpuservice
system         881     1 perfmond                    perfmond
system         884     1 surfaceflinger              surfaceflinger
system         885     1 heimdalld                   heimdalld
root           902     2 [kworker/u18:0-abox_ipc]    [kworker/u18:0-abox_ipc]
root           903     2 [kworker/u19:0-acpm_update_log] [kworker/u19:0-acpm_update_log]
root           914     2 [kbase_event]               [kbase_event]
root           922     2 [kworker/3:2-pm]            [kworker/3:2-pm]
root           925     2 [kworker/u19:1-acpm_update_log] [kworker/u19:1-acpm_update_log]
root           941     2 [kbase_event]               [kbase_event]
drm            961     1 drmserver                   drmserver
system         962     1 ewlogd                      ewlogd
nobody         963     1 traced_probes               traced_probes
root           965     2 [kbase_event]               [kbase_event]
nobody         980     1 traced                      traced
nfc            993     1 nxp.android.hardware.nfc@1.2-service nxp.android.hardware.nfc@1.2-service
system         994     1 sdp_cryptod                 sdp_cryptod
cameraserver   995     1 cameraserver                cameraserver
system         997     1 imsd                        imsd
incidentd      998     1 incidentd                   incidentd
system         999     1 smdexe                      smdexe
system        1000     1 diagexe                     diagexe
system        1001     1 ddexe                       ddexe
system        1003     1 connfwexe                   connfwexe
root          1004     1 installd                    installd
mediaex       1028     1 media.extractor             media.extractor aextractor
media         1029     1 media.metrics               media.metrics diametrics
media         1034     1 mediaserver                 mediaserver
system        1036     1 speg_helper                 speg_helper
system        1037     1 spqr_service                spqr_service
root          1043     1 storaged                    storaged
wifi          1047     1 wificond                    wificond
mediacodec    1048     1 media.codec                 media.codec hw/android.hardware.media.omx@1.0-service
system        1052     1 argosd                      argosd
radio         1053     1 cbd                         cbd -d -t ss310 -P by-name/radio -bm -mm -B umts_boot0 -D umts_ramdump0 -n /mnt/vendor/efs -o s -o v
system        1054     1 epic                        epic
gps           1060     1 lhd                         lhd /vendor/etc/sensor/lhd.conf
gps           1061     1 gpsd                        gpsd -c /vendor/etc/gnss/gps.xml
radio         1062     1 rild                        rild
radio         1072     1 rild                        rild -c 2
system        1073     1 vendor.samsung.hardware.gnss@2.1-service vendor.samsung.hardware.gnss@2.1-service
mediacodec    1078     1 media.swcodec               media.swcodec oid.media.swcodec/bin/mediaswcodec
system        1084     1 gatekeeperd                 gatekeeperd /data/misc/gatekeeper
audioserver   1089     1 abox_log                    abox_log sec-audio-debug /data/vendor/log/abox
system        1090     1 vendor.samsung.hardware.biometrics.face@2.0-service vendor.samsung.hardware.biometrics.face@2.0-service
system        1091     1 vendor.samsung.hardware.biometrics.fingerprint@3.0-service vendor.samsung.hardware.biometrics.fingerprint@3.0-service
root          1182     2 [kworker/u18:1-abox_ipc]    [kworker/u18:1-abox_ipc]
root          1196     2 [kworker/u17:2-kbase_pm_poweroff_wait] [kworker/u17:2-kbase_pm_poweroff_wait]
radio         1270     1 multiclientd                multiclientd -c 2
radio         1282     1 multiclientd                multiclientd
system        1296   745 system_server               system_server
root          1388     2 [kworker/4:5-events]        [kworker/4:5-events]
root          1389     2 [kworker/4:6-events]        [kworker/4:6-events]
root          1391     2 [kworker/4:7-events]        [kworker/4:7-events]
root          1392     2 [kworker/4:8-events]        [kworker/4:8-events]
root          1394     2 [kworker/4:9-events]        [kworker/4:9-events]
root          1395     2 [kworker/4:10-events]       [kworker/4:10-events]
root          1396     2 [kworker/4:11-events]       [kworker/4:11-events]
root          1397     2 [kworker/4:12-events]       [kworker/4:12-events]
root          1398     2 [kworker/4:13-events]       [kworker/4:13-events]
root          1399     2 [kworker/4:14-events]       [kworker/4:14-events]
root          1400     2 [kworker/4:15-events]       [kworker/4:15-events]
root          1401     2 [kworker/4:16-events]       [kworker/4:16-events]
root          1402     2 [kworker/4:17-events]       [kworker/4:17-events]
root          1403     2 [kworker/4:18-events]       [kworker/4:18-events]
root          1404     2 [kworker/4:19-events]       [kworker/4:19-events]
root          1405     2 [kworker/4:20-events]       [kworker/4:20-events]
root          1406     2 [kworker/4:21-events]       [kworker/4:21-events]
root          1407     2 [kworker/4:22-events]       [kworker/4:22-events]
root          1408     2 [kworker/4:23-events]       [kworker/4:23-events]
root          1409     2 [kworker/4:24-events]       [kworker/4:24-events]
root          1410     2 [kworker/4:25-events]       [kworker/4:25-events]
root          1411     2 [kworker/4:26-events]       [kworker/4:26-events]
root          1412     2 [kworker/4:27-events]       [kworker/4:27-events]
root          1413     2 [kworker/4:28-events]       [kworker/4:28-events]
root          1414     2 [kworker/4:29-events]       [kworker/4:29-events]
root          1415     2 [kworker/4:30-events]       [kworker/4:30-events]
root          1416     2 [kworker/4:31-events]       [kworker/4:31-events]
root          1417     2 [kworker/4:32-events]       [kworker/4:32-events]
root          1418     2 [kworker/4:33-events]       [kworker/4:33-events]
root          1419     2 [kworker/4:34-events]       [kworker/4:34-events]
root          1420     2 [kworker/4:35-events]       [kworker/4:35-events]
root          1421     2 [kworker/4:36-events]       [kworker/4:36-events]
root          1422     2 [kworker/4:37-events]       [kworker/4:37-events]
root          1423     2 [kworker/4:38-events]       [kworker/4:38-events]
root          1424     2 [kworker/4:39-events]       [kworker/4:39-events]
root          1425     2 [kworker/4:40-events]       [kworker/4:40-events]
root          1426     2 [kworker/4:41-events]       [kworker/4:41-events]
root          1427     2 [kworker/4:42-events]       [kworker/4:42-events]
root          1428     2 [kworker/4:43-events]       [kworker/4:43-events]
root          1433     2 [kworker/4:44-events]       [kworker/4:44-events]
root          1451     2 [kworker/2:2-events]        [kworker/2:2-events]
root          1452     2 [kworker/2:3-events]        [kworker/2:3-events]
root          1453     2 [kworker/2:4-events]        [kworker/2:4-events]
root          1454     2 [kworker/2:5-events]        [kworker/2:5-events]
root          1455     2 [kworker/2:6-events]        [kworker/2:6-events]
root          1456     2 [kworker/2:7-events]        [kworker/2:7-events]
root          1457     2 [kworker/2:8-events]        [kworker/2:8-events]
root          1458     2 [kworker/2:9-events]        [kworker/2:9-events]
root          1459     2 [kworker/2:10-events]       [kworker/2:10-events]
root          1460     2 [kworker/2:11-events]       [kworker/2:11-events]
root          1461     2 [kworker/2:12-events]       [kworker/2:12-events]
root          1462     2 [kworker/2:13-events]       [kworker/2:13-events]
root          1463     2 [kworker/2:14-events]       [kworker/2:14-events]
root          1464     2 [kworker/2:15-events]       [kworker/2:15-events]
root          1465     2 [kworker/2:16-events]       [kworker/2:16-events]
root          1466     2 [kworker/2:17-events]       [kworker/2:17-events]
root          1467     2 [kworker/2:18-events]       [kworker/2:18-events]
root          1468     2 [kworker/2:19-events]       [kworker/2:19-events]
root          1469     2 [kworker/2:20-events]       [kworker/2:20-events]
root          1470     2 [kworker/2:21-events]       [kworker/2:21-events]
root          1471     2 [kworker/2:22-events]       [kworker/2:22-events]
root          1472     2 [kworker/2:23-events]       [kworker/2:23-events]
root          1473     2 [kworker/2:24-events]       [kworker/2:24-events]
root          1474     2 [kworker/2:25-events]       [kworker/2:25-events]
root          1475     2 [kworker/2:26-events]       [kworker/2:26-events]
root          1476     2 [kworker/2:27-events]       [kworker/2:27-events]
root          1477     2 [kworker/2:28-events]       [kworker/2:28-events]
root          1478     2 [kworker/2:29-events]       [kworker/2:29-events]
root          1479     2 [kworker/2:30-events]       [kworker/2:30-events]
root          1480     2 [kworker/2:31-events]       [kworker/2:31-events]
root          1481     2 [kworker/2:32-events]       [kworker/2:32-events]
root          1482     2 [kworker/2:33-events]       [kworker/2:33-events]
root          1483     2 [kworker/2:34-events]       [kworker/2:34-events]
root          1484     2 [kworker/2:35-events]       [kworker/2:35-events]
root          1485     2 [kworker/2:36-events]       [kworker/2:36-events]
root          1486     2 [kworker/2:37-events]       [kworker/2:37-events]
root          1487     2 [kworker/2:38-events]       [kworker/2:38-events]
root          1488     2 [kworker/2:39-events]       [kworker/2:39-events]
root          1489     2 [kworker/2:40-events]       [kworker/2:40-events]
root          1490     2 [kworker/2:41-events]       [kworker/2:41-events]
root          1491     2 [kworker/2:42-pm]           [kworker/2:42-pm]
root          1492     2 [kworker/2:43]              [kworker/2:43]
system        1622     1 vendor.samsung.hardware.hqm@1.0-service vendor.samsung.hardware.hqm@1.0-service
keystore      1632     1 keystore2                   keystore2 /data/misc/keystore
root          1684   744 iptables-restore            iptables-restore --noflush -w -v
radio         1797   745 com.android.phone           com.android.phone
bluetooth     1835   745 com.android.bluetooth       com.android.bluetooth
u0_a43        1852   745 com.android.systemui        com.android.systemui
root          1949     2 [irq/476-dhdpcie]           [irq/476-dhdpcie]
webview_zygote 1985  746 webview_zygote              webview_zygote
root          1997   744 ip6tables-restore           ip6tables-restore --noflush -w -v
root          2045     2 [dhd_eventd]                [dhd_eventd]
network_stack 2047   745 com.android.networkstack.process com.android.networkstack.process
wifi          2067     1 wpa_supplicant              wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -puse_p2p_group_interface=1 -g@android:wpa_wlan0
system        2171   745 com.sec.sve                 com.sec.sve
system        2185   745 com.samsung.android.peripheral.framework com.samsung.android.peripheral.framework
nfc           2199   745 com.android.nfc             com.android.nfc
system        2206   745 com.sec.imsservice          com.sec.imsservice
secure_element 2232  745 com.android.se              com.android.se
system        2239   745 com.samsung.android.cmfa.framework com.samsung.android.cmfa.framework
u0_a106       2403   745 com.sec.android.app.launcher com.sec.android.app.launcher
radio         2463   745 com.samsung.android.cidmanager com.samsung.android.cidmanager
root          2498     2 [kworker/1:2-events]        [kworker/1:2-events]
root          2522     2 [kbase_event]               [kbase_event]
u0_a216       2544   745 com.google.android.ext.services com.google.android.ext.services
root          2712     2 [irq/185-1084000]           [irq/185-1084000]
oem_5013      2857   745 com.sec.location.nsflp2     com.sec.location.nsflp2
system        2899     1 perfsdkserver               perfsdkserver
system        2907     1 pageboostd                  pageboostd
root          2908     2 [loop34]                    [loop34]
root          2923     2 [zram0_wbd]                 [zram0_wbd]
shell         2938     1 adbd                        adbd --root_seclabel=u:r:su:s0
system        2952     1 ss_conn_daemon2             ss_conn_daemon2
root          2957     2 [irq/238-dwc3]              [irq/238-dwc3]
u0_a191       2977   745 com.google.android.gms.persistent com.google.android.gms.persistent
u0_a85        2996   745 com.samsung.android.mcfserver com.samsung.android.mcfserver
u0_a87        3063   745 com.samsung.android.smartsuggestions com.samsung.android.smartsuggestions
u0_a190       3137   745 com.google.android.apps.messaging:rcs com.google.android.apps.messaging:rcs
u0_a219       3184   745 com.google.android.providers.media.module com.google.android.providers.media.module
system        3192   745 com.sec.android.diagmonagent com.sec.android.diagmonagent
system        3214   745 com.samsung.sec.android.teegris.tui_service com.samsung.sec.android.teegris.tui_service
system        3242   745 com.sec.android.sdhms       com.sec.android.sdhms
system        3269   745 com.samsung.cmfa.AuthTouch  com.samsung.cmfa.AuthTouch
u0_a186       3290   745 com.google.android.as       com.google.android.as
u0_a65        3379   745 com.samsung.android.mdx     com.samsung.android.mdx
u0_a41        3438   745 android.process.acore       android.process.acore
u0_a190       3642   745 com.google.android.apps.messaging com.google.android.apps.messaging
u0_a191       3676   745 com.google.android.gms      com.google.android.gms
u0_a191       3711   745 com.google.process.gservices com.google.process.gservices
root          3738     2 [kbase_event]               [kbase_event]
root          3777     2 [kworker/u17:3-mali_jd]     [kworker/u17:3-mali_jd]
u0_a207       3828   745 com.google.android.setupwizard com.google.android.setupwizard
system        3854   745 com.samsung.android.fmm     com.samsung.android.fmm
u0_a191       3986   745 com.google.process.gapps    com.google.process.gapps
u0_a70        4341   745 com.samsung.android.server.wifi.mobilewips com.samsung.android.server.wifi.mobilewips
u0_a47        4491   745 android.process.media       android.process.media
system        4551   745 com.sec.android.app.dexonpc com.sec.android.app.dexonpc
u0_a141       4697   745 com.samsung.android.calendar com.samsung.android.calendar
system        5868     1 mcpsd                       mcpsd
u0_a214       6017   745 com.google.android.permissioncontroller com.google.android.permissioncontroller
u0_a183       6665   745 com.google.android.ims      com.google.android.ims
root          6985     2 [kbase_event]               [kbase_event]
vendor_bcmgr  7336   745 com.samsung.android.beaconmanager com.samsung.android.beaconmanager
u0_a51        7366   745 com.samsung.android.easysetup:IcControlService com.samsung.android.easysetup:IcControlService
vendor_networkdiagnostic 7470 745 com.samsung.android.networkdiagnostic com.samsung.android.networkdiagnostic
u0_a189       7768   745 com.android.vending:background com.android.vending:background
u0_a152       7842   745 com.sec.android.app.clockpackage com.sec.android.app.clockpackage
u0_a172       7983   745 com.sec.android.daemonapp   com.sec.android.daemonapp
system        8061   745 com.sec.android.soagent     com.sec.android.soagent
u0_a77        8099   745 com.sec.spp.push            com.sec.spp.push
system        8159   745 android:drmService          android:drmService
vendor_cmhservice 8319 745 com.samsung.cmh:CMH       com.samsung.cmh:CMH
system        8495   745 com.samsung.android.dqagent com.samsung.android.dqagent
u0_a189       8540   745 com.android.vending         com.android.vending
u0_a204       8734   745 com.google.android.gm       com.google.android.gm
u0_a58        8872   745 com.samsung.android.service.tagservice com.samsung.android.service.tagservice
u0_a115       8925   745 com.samsung.android.gru     com.samsung.android.gru
root          8944     2 [kworker/3:3]               [kworker/3:3]
vendor_ipsgeofence 8945 745 com.samsung.android.ipsgeofence com.samsung.android.ipsgeofence
system        8996   745 com.samsung.android.knox.pushmanager com.samsung.android.knox.pushmanager
system        9026   745 com.samsung.android.lool    com.samsung.android.lool
u0_a69        9059   745 com.samsung.android.mdagent com.samsung.android.mdagent
